PEX8	-366.793	627.190
YJR039W	-473.202	326.923
YJR003C	976.813	1771.690
VIK1	-1032.340	2303.491
PCT1	-1354.550	1313.938
ARR1	-2165.520	1383.000
YHM2	517.646	61.901
ATG16	-465.416	690.197
YOR365C	438.419	150.262
BUD6	319.113	2001.385
FYV1	-336.088	279.099
MNS1	902.684	766.685
INM1	451.647	2457.769
YDL157C	-786.876	657.708
ANP1	387.914	1882.067
YHB1	-1659.173	80.873
YPR015C	531.869	114.698
ATG15	-220.768	366.138
SFC1	-951.933	-165.296
MNE1	-564.183	93.277
YDR509W	571.077	839.029
URC2	-1509.525	2598.247
pol5-1	-1165.564	678.169
ATS1	115.014	2233.777
CLN2	-1321.956	2546.409
sec27-1	320.797	972.903
EHD3	-1873.521	2032.205
BTN2	665.061	1977.670
YER134C	-1737.662	2364.674
YLR217W	-672.245	2340.524
GLC3	-1373.632	2360.016
MRPL1	-996.296	1180.476
SMF2	547.595	1418.771
RPI1	-1300.950	779.593
YCR016W	400.676	519.108
PPM2	50.279	-41.030
ELO1	-1675.028	170.676
MSH1	-2170.358	1035.969
RPL29	-1574.783	543.235
YNR004W	-1609.039	1087.420
YFR057W	-529.622	2523.046
YCR022C	-229.109	7.098
GMH1	323.229	1007.305
ERP1	524.077	2209.245
YAP1801	-412.976	2925.116
THI13	148.812	2028.467
taf5-3	-511.592	2205.240
PEX15	-446.937	517.540
YMR086C-A	-560.654	2664.126
YDL118W	-512.307	350.880
SPE3	875.490	900.073
YBL028C	-1654.063	2400.799
pgi1-2	-754.106	905.916
ODC1	-1492.429	829.707
IML2	743.763	1068.321
RPE1	587.938	697.444
YPL264C	-1624.282	746.287
YLR040C	1011.675	1809.990
YIR024C	-1003.645	137.517
dam1-9	-948.317	2471.702
PPS1	-1036.890	1432.931
YML119W	-98.569	2464.784
PTK1	-1368.566	1817.328
YFR018C	-1775.225	1972.653
PRS4	418.217	241.876
YUR1	668.249	1687.138
VAM7	72.871	1322.892
SSO1	448.157	2034.781
RPN10	-1230.145	2398.664
NDJ1	647.851	1828.751
PHO12	-455.046	1653.637
YLR392C	-1522.359	747.918
RAD5	-845.728	2481.620
YGL235W	-451.201	336.682
DTR1	882.749	1199.854
MLP2	-1414.859	1774.994
SNX41	1035.304	1080.277
duo1-2	-900.704	2237.661
PTR3_damp	-686.906	1090.357
ILV6	-1334.948	-29.123
YDR199W	-1950.116	1057.009
PEX14	-415.705	519.506
SSF2	926.383	653.683
YNL122C	795.076	1385.955
HEM13_damp	238.498	2669.429
AGE2	586.797	638.690
DDC1	-601.071	2742.636
RFC3_damp	-620.349	1719.160
OSM1	-56.902	-172.070
DID4	752.488	1092.580
ERG3	730.624	409.881
RRD1	146.321	2586.937
YPL168W	-1520.986	682.489
YHR022C	-1040.167	2818.442
YMR317W	-2191.079	1392.754
THR4	111.927	-19.536
BEM3	-58.504	1964.329
YML096W	-1369.683	2321.904
URA4	349.848	2606.333
SLT2	354.102	1737.038
SET2	-959.521	1551.295
YHR003C	-290.085	2498.256
YDR401W	143.952	2568.007
RPC19_damp	-1209.201	-191.822
SDO1_damp	-517.300	1883.881
YER137C	-1584.038	2525.361
YDL050C	-1175.327	1113.430
COQ2	-675.479	182.067
YGR122W	751.812	1281.947
ICE2	-1149.808	2051.260
GAL10	-1730.444	2322.880
VMA10	532.994	348.296
YOR131C	157.762	437.379
MNN11	520.793	1895.737
PDR11	-1613.245	2140.465
PAU17	-1502.833	1086.351
MKT1	-1122.910	2537.538
PHM8	-871.578	1419.322
HCS1	1004.398	983.783
rna1-S116F	-1206.771	1446.639
INO2	-1232.428	1830.786
myo2-16	-678.322	2292.563
IDP3	339.264	-33.020
cdc7-1	-1099.704	2803.261
PEX11	-249.109	-302.200
VIP1	-27.350	2090.757
ATG7	-344.781	521.478
DYS1_damp	-790.485	1100.321
MKK2	-711.784	1419.946
cdc26-1	-1089.696	2789.866
YIL086C	-2117.169	848.509
SNF1	-241.147	540.324
IES1	-667.626	-226.023
spc24-1	-1019.121	2395.607
YBR242W	446.108	43.185
YOR248W	1007.221	1763.647
VPS35	474.201	1023.556
HTD2	1.319	69.897
YBR238C	-978.125	597.507
PIR1	680.496	2182.266
CYS3	-918.753	-282.136
CAC2	-774.114	2845.175
ATG14	-67.805	482.951
SAP190	-982.715	1491.062
YER046W-A	-1745.353	229.938
psf1-1	-759.525	2792.108
NIP100	-1229.304	2248.256
AIM41	-1660.000	677.048
ASN2	661.660	293.385
ATG11	-1741.704	591.611
VMA5	593.800	453.725
CTL1	-1903.915	2082.949
YER087C-A	-41.737	1869.443
PGM2	1036.515	1147.793
ACF4	-470.668	2013.933
GRX6	-1830.450	1232.700
RPL4A	-1181.418	194.033
RTG2	720.872	310.839
CHS7	271.678	1853.112
GYP1	385.102	1129.183
SHE9	-843.366	179.096
RFX1	-286.177	-210.001
VPS38	374.701	1084.000
EXG2	-1859.741	2265.541
RPS10B	-1025.324	373.221
POP4_damp	-1979.508	1984.071
sam35-2	961.890	749.562
