Gene ID	Gene systematic name	Gene common name	NPV hap alpha | growth (spot assay) | standard | YPG [3%] | Merz S~Westermann B, 2009
1477	YKL079W	SMY1	0.00000
1479	YKL081W	TEF4	0.00000
1482	YKL084W	HOT13	0.00000
1483	YKL085W	MDH1	0.00000
1484	YKL086W	SRX1	0.00000
1488	YKL090W	CUE2	0.00000
1489	YKL091C	YKL091C	0.00000
1490	YKL092C	BUD2	0.00000
1491	YKL093W	MBR1	0.00000
1492	YKL094W	YJU3	0.00000
1494	YKL096W	CWP1	0.00000
1495	YKL097C	YKL097C	0.00000
1496	YKL098W	MTC2	0.00000
1498	YKL100C	YPF1	0.00000
1499	YKL101W	HSL1	0.00000
1500	YKL102C	YKL102C	0.00000
1501	YKL103C	APE1	0.00000
1503	YKL105C	SEG2	0.00000
1504	YKL106W	AAT1	0.00000
1505	YKL107W	YKL107W	0.00000
1508	YKL110C	KTI12	0.00000
1511	YKL113C	RAD27	0.00000
1514	YKL116C	PRR1	0.00000
1515	YKL117W	SBA1	0.00000
1516	YKL118W	YKL118W	0.00000
1518	YKL120W	OAC1	0.00000
1519	YKL121W	DGR2	0.00000
1521	YKL123W	YKL123W	0.00000
1522	YKL124W	SSH4	0.00000
1524	YKL126W	YPK1	0.00000
1525	YKL127W	PGM1	0.00000
1526	YKL128C	PMU1	0.00000
1527	YKL129C	MYO3	0.00000
1528	YKL130C	SHE2	0.00000
1529	YKL131W	YKL131W	0.00000
1530	YKL132C	RMA1	0.00000
1531	YKL133C	RCI50	0.00000
1534	YKL136W	YKL136W	0.00000
1535	YKL137W	CMC1	0.00000
1538	YKL140W	TGL1	0.00000
1540	YKL142W	MRP8	0.00000
1541	YKL143W	LTV1	0.00000
1544	YKL146W	AVT3	0.00000
1546	YKL148C	SDH1	0.00000
1547	YKL149C	DBR1	0.00000
1548	YKL150W	MCR1	0.00000
1549	YKL151C	NNR2	0.00000
1554	YKL156W	RPS27A	0.00000
1555	YKL157W	APE2	0.00000
1556	YKL159C	RCN1	0.00000
1557	YKL160W	ELF1	0.00000
1558	YKL161C	KDX1	0.00000
1559	YKL162C	YKL162C	0.00000
1560	YKL163W	PIR3	0.00000
1561	YKL164C	PIR1	0.00000
1563	YKL166C	TPK3	0.00000
1564	YKL167C	MRP49	0.00000
1565	YKL168C	KKQ8	0.00000
1568	YKL171W	NNK1	0.00000
1571	YKL174C	TPO5	0.00000
1572	YKL175W	ZRT3	0.00000
1573	YKL176C	LST4	0.00000
1576	YKL179C	COY1	0.00000
1580	YKL183W	LOT5	0.00000
1581	YKL184W	SPE1	0.00000
1582	YKL185W	ASH1	0.00000
1584	YKL187C	FAT3	0.00000
1585	YKL188C	PXA2	0.00000
1587	YKL190W	CNB1	0.00000
2972	YGR027C	RPS25A	0.00000
2976	YGR031W	IMO32	0.00000
2978	YGR033C	TIM21	0.00000
2979	YGR034W	RPL26B	0.00000
2980	YGR035C	YGR035C	0.00000
2981	YGR036C	CAX4	0.00000
2982	YGR037C	ACB1	0.00000
2984	YGR039W	YGR039W	0.00000
2986	YGR041W	BUD9	0.00000
2987	YGR042W	MTE1	0.00000
2988	YGR043C	NQM1	0.00000
2989	YGR044C	RME1	0.00000
2990	YGR045C	YGR045C	0.00000
2994	YGR049W	SCM4	0.00000
2996	YGR051C	YGR051C	0.00000
2997	YGR052W	FMP48	0.00000
2999	YGR054W	YGR054W	0.00000
3000	YGR055W	MUP1	0.00000
3001	YGR056W	RSC1	0.00000
3002	YGR057C	LST7	0.00000
3003	YGR058W	PEF1	0.00000
3004	YGR059W	SPR3	0.00000
3006	YGR061C	ADE6	0.00000
3009	YGR064W	YGR064W	0.00000
3011	YGR066C	GID10	0.00000
3012	YGR067C	YGR067C	0.00000
3013	YGR068C	ART5	0.00000
3014	YGR069W	YGR069W	0.00000
3015	YGR070W	ROM1	0.00000
3016	YGR071C	ENV11	0.00000
3017	YGR072W	UPF3	0.00000
3022	YGR077C	PEX8	0.00000
3023	YGR078C	PAC10	0.00000
3024	YGR079W	YGR079W	0.00000
3025	YGR080W	TWF1	0.00000
3026	YGR081C	SLX9	0.00000
3029	YGR084C	MRP13	0.00000
3030	YGR085C	RPL11B	0.00000
3032	YGR087C	PDC6	0.00000
3033	YGR088W	CTT1	0.00000
3041	YGR096W	TPC1	0.00000
3042	YGR097W	ASK10	0.00000
3045	YGR100W	MDR1	0.00000
3046	YGR101W	PCP1	0.00000
3049	YGR104C	SRB5	0.00000
3052	YGR107W	YGR107W	0.00000
3053	YGR108W	CLB1	0.00000
3054	YGR109C	CLB6	0.00000
3056	YGR111W	YGR111W	0.00000
3063	YGR118W	RPS23A	0.00000
3066	YGR121C	MEP1	0.00000
3067	YGR122W	YGR122W	0.00000
5309	YOR097C	YOR097C	0.00000
5311	YOR099W	KTR1	0.00000
5312	YOR100C	CRC1	0.00000
5313	YOR101W	RAS1	0.00000
5316	YOR104W	PIN2	0.00000
5317	YOR105W	YOR105W	0.00000
5318	YOR106W	VAM3	0.00000
5319	YOR107W	RGS2	0.00000
5320	YOR108W	LEU9	0.00000
5321	YOR109W	INP53	0.00000
5323	YOR111W	YOR111W	0.00000
5324	YOR112W	CEX1	0.00000
5325	YOR113W	AZF1	0.00000
5326	YOR114W	DPI34	0.00000
5327	YOR115C	TRS33	0.00000
5330	YOR118W	RTC5	0.00000
5332	YOR120W	GCY1	0.00000
5333	YOR121C	YOR121C	0.00000
5335	YOR123C	LEO1	0.00000
5336	YOR124C	UBP2	0.00000
5338	YOR126C	IAH1	0.00000
5341	YOR129C	AFI1	0.00000
5342	YOR130C	ORT1	0.00000
5343	YOR131C	YOR131C	0.00000
5344	YOR132W	VPS17	0.00000
5345	YOR133W	EFT1	0.00000
5346	YOR134W	BAG7	0.00000
5347	YOR135C	IRC14	0.00000
5348	YOR136W	IDH2	0.00000
5349	YOR137C	SIA1	0.00000
5350	YOR138C	RUP1	0.00000
5351	YOR139C	YOR139C	0.00000
5352	YOR140W	SFL1	0.00000
5354	YOR142W	LSC1	0.00000
5356	YOR144C	ELG1	0.00000
5364	YOR152C	ATG40	0.00000
5365	YOR153W	PDR5	0.00000
5366	YOR154W	SLP1	0.00000
5368	YOR156C	NFI1	0.00000
5373	YOR161C	PNS1	0.00000
5374	YOR162C	YRR1	0.00000
5375	YOR163W	DDP1	0.00000
5376	YOR164C	GET4	0.00000
5377	YOR165W	SEY1	0.00000
5378	YOR166C	SWT1	0.00000
5379	YOR167C	RPS28A	0.00000
5382	YOR170W	YOR170W	0.00000
5383	YOR171C	LCB4	0.00000
5384	YOR172W	YRM1	0.00000
5385	YOR173W	DCS2	0.00000
5387	YOR175C	ALE1	0.00000
5389	YOR177C	MPC54	0.00000
5390	YOR178C	GAC1	0.00000
5391	YOR179C	SYC1	0.00000
5392	YOR180C	DCI1	0.00000
5394	YOR182C	RPS30B	0.00000
5395	YOR183W	FYV12	0.00000
5396	YOR184W	SER1	0.00000
5397	YOR185C	GSP2	0.00000
5398	YOR186W	YOR186W	0.00000
5400	YOR188W	MSB1	0.00000
5401	YOR189W	IES4	0.00000
5402	YOR190W	SPR1	0.00000
5403	YOR191W	ULS1	0.00000
5404	YOR192C	THI72	0.00000
5405	YOR193W	PEX27	0.00000
5407	YOR195W	SLK19	0.00000
5408	YOR196C	LIP5	0.00000
5409	YOR197W	MCA1	0.00000
5410	YOR198C	BFR1	0.00000
5411	YOR199W	YOR199W	0.00000
5413	YOR201C	MRM1	0.00000
5414	YOR202W	HIS3	0.00000
5417	YOR205C	GEP3	0.00000
5420	YOR208W	PTP2	0.00000
5421	YOR209C	NPT1	0.00000
5425	YOR213C	SAS5	0.00000
5426	YOR214C	SPR2	0.00000
5427	YOR215C	AIM41	0.00000
5428	YOR216C	RUD3	0.00000
5431	YOR219C	STE13	0.00000
5432	YOR220W	RCN2	0.00000
5434	YOR222W	ODC2	0.00000
5435	YOR223W	DSC3	0.00000
5437	YOR225W	YOR225W	0.00000
5438	YOR226C	ISU2	0.00000
5439	YOR227W	HER1	0.00000
5440	YOR228C	MCP1	0.00000
5441	YOR229W	WTM2	0.00000
5442	YOR230W	WTM1	0.00000
5443	YOR231W	MKK1	0.00000
5445	YOR233W	KIN4	0.00000
5446	YOR234C	RPL33B	0.00000
5447	YOR235W	IRC13	0.00000
5449	YOR237W	HES1	0.00000
5450	YOR238W	YOR238W	0.00000
5451	YOR239W	ABP140	0.00000
5453	YOR242C	SSP2	0.00000
5454	YOR243C	PUS7	0.00000
5456	YOR245C	DGA1	0.00000
5457	YOR246C	ENV9	0.00000
5458	YOR247W	SRL1	0.00000
5459	YOR248W	YOR248W	0.00000
5462	YOR251C	TUM1	0.00000
5463	YOR252W	TMA16	0.00000
5464	YOR253W	NAT5	0.00000
5466	YOR255W	OSW1	0.00000
5469	YOR258W	HNT3	0.00000
5474	YOR263C	YOR263C	0.00000
5475	YOR264W	DSE3	0.00000
5488	YOR277C	YOR277C	0.00000
5490	YOR279C	RFM1	0.00000
5491	YOR280C	FSH3	0.00000
5494	YOR283W	YOR283W	0.00000
5495	YOR284W	HUA2	0.00000
5496	YOR285W	RDL1	0.00000
5497	YOR286W	RDL2	0.00000
5499	YOR288C	MPD1	0.00000
3459	YJL218W	YJL218W	0.00000
3458	YJL217W	REE1	0.00000
3457	YJL216C	IMA5	0.00000
3456	YJL215C	YJL215C	0.00000
3455	YJL214W	HXT8	0.00000
3453	YJL212C	OPT1	0.00000
3451	YJL210W	PEX2	0.00000
3452	YJL211C	YJL211C	0.00000
3449	YJL208C	NUC1	0.00000
3448	YJL207C	LAA1	0.00000
3440	YJL199C	MBB1	0.00000
3439	YJL198W	PHO90	0.00000
3438	YJL197W	UBP12	0.00000
3434	YJL193W	YJL193W	0.00000
3433	YJL192C	SOP4	0.00000
3431	YJL190C	RPS22A	0.00000
3429	YJL188C	BUD19	0.00000
3428	YJL187C	SWE1	0.00000
3427	YJL186W	MNN5	0.00000
3426	YJL185C	ATG36	0.00000
3424	YJL183W	MNN11	0.00000
3422	YJL181W	RBH1	0.00000
3423	YJL182C	YJL182C	0.00000
3420	YJL179W	PFD1	0.00000
3419	YJL178C	ATG27	0.00000
3412	YJL171C	TOH1	0.00000
3411	YJL170C	ASG7	0.00000
3410	YJL169W	YJL169W	0.00000
3409	YJL168C	SET2	0.00000
3407	YJL166W	QCR8	0.00000
3405	YJL164C	TPK1	0.00000
3403	YJL162C	JJJ2	0.00000
3401	YJL160C	PIR5	0.00000
3400	YJL159W	HSP150	0.00000
3399	YJL158C	CIS3	0.00000
3398	YJL157C	FAR1	0.00000
3396	YJL155C	FBP26	0.00000
3395	YJL154C	VPS35	0.00000
3394	YJL153C	INO1	0.00000
3393	YJL152W	YJL152W	0.00000
3391	YJL150W	YJL150W	0.00000
3390	YJL149W	DAS1	0.00000
3389	YJL148W	RPA34	0.00000
3388	YJL147C	SMT1	0.00000
3387	YJL146W	IDS2	0.00000
3386	YJL145W	SFH5	0.00000
3385	YJL144W	ROQ1	0.00000
3383	YJL142C	IRC9	0.00000
3376	YJL135W	YJL135W	0.00000
3375	YJL134W	LCB3	0.00000
3374	YJL133W	MRS3	0.00000
3373	YJL132W	YJL132W	0.00000
3372	YJL131C	AIM23	0.00000
3370	YJL129C	TRK1	0.00000
4015	YLR324W	PEX30	0.00000
4016	YLR325C	RPL38	0.00000
4017	YLR326W	YLR326W	0.00000
4018	YLR327C	TMA10	0.00000
4019	YLR328W	NMA1	0.00000
4020	YLR329W	REC102	0.00000
4021	YLR330W	CHS5	0.00000
4022	YLR331C	JIP3	0.00000
4023	YLR332W	MID2	0.00000
4024	YLR333C	RPS25B	0.00000
4026	YLR335W	NUP2	0.00000
5511	YOR300W	YOR300W	0.00000
4334	YMR038C	CCS1	0.00000
4032	YLR341W	SPO77	0.00000
4033	YLR342W	FKS1	0.00000
6092	YLR390W-A	CCW14	0.00000
4082	YLR392C	ART10	0.00000
4083	YLR393W	ATP10	0.00000
4085	YLR395C	COX8	0.00000
5576	YOR364W	YOR364W	0.00000
4088	YLR398C	SKI2	0.00000
3695	YLR006C	SSK1	0.00000
4090	YLR400W	YLR400W	0.00000
4091	YLR401C	DUS3	0.00000
4092	YLR402W	YLR402W	0.00000
4093	YLR403W	SFP1	0.00000
4094	YLR404W	SEI1	0.00000
4095	YLR405W	DUS4	0.00000
4097	YLR407W	YLR407W	0.00000
4098	YLR408C	BLS1	0.00000
4100	YLR410W	VIP1	0.00000
4102	YLR412W	BER1	0.00000
4103	YLR413W	INA1	0.00000
4104	YLR414C	PUN1	0.00000
4105	YLR415C	YLR415C	0.00000
4106	YLR416C	YLR416C	0.00000
4107	YLR417W	VPS36	0.00000
4108	YLR418C	CDC73	0.00000
4111	YLR421C	RPN13	0.00000
2273	YDR147W	EKI1	0.00000
2275	YDR149C	YDR149C	0.00000
2276	YDR150W	NUM1	0.00000
2277	YDR151C	CTH1	0.00000
2278	YDR152W	GIR2	0.00000
2279	YDR153C	ENT5	0.00000
2280	YDR154C	YDR154C	0.00000
2281	YDR155C	CPR1	0.00000
2282	YDR156W	RPA14	0.00000
2283	YDR157W	YDR157W	0.00000
2284	YDR158W	HOM2	0.00000
2285	YDR159W	SAC3	0.00000
2287	YDR161W	ACL4	0.00000
2288	YDR162C	NBP2	0.00000
2289	YDR163W	CWC15	0.00000
2291	YDR165W	TRM82	0.00000
2295	YDR169C	STB3	0.00000
2297	YDR171W	HSP42	0.00000
2302	YDR176W	NGG1	0.00000
2304	YDR178W	SDH4	0.00000
2305	YDR179C	CSN9	0.00000
2306	YDR179W-A	NVJ3	0.00000
2308	YDR181C	SAS4	0.00000
2310	YDR183W	PLP1	0.00000
2311	YDR184C	ATC1	0.00000
2312	YDR185C	UPS3	0.00000
2313	YDR186C	SND1	0.00000
2318	YDR191W	HST4	0.00000
2319	YDR192C	NUP42	0.00000
2320	YDR193W	YDR193W	0.00000
2322	YDR195W	REF2	0.00000
2325	YDR198C	RKM2	0.00000
2326	YDR199W	YDR199W	0.00000
2327	YDR200C	VPS64	0.00000
2330	YDR203W	YDR203W	0.00000
2333	YDR206W	EBS1	0.00000
2334	YDR207C	UME6	0.00000
2336	YDR209C	YDR209C	0.00000
2337	YDR210W	YDR210W	0.00000
2340	YDR213W	UPC2	0.00000
2341	YDR214W	AHA1	0.00000
2342	YDR215C	YDR215C	0.00000
2343	YDR216W	ADR1	0.00000
2344	YDR217C	RAD9	0.00000
2345	YDR218C	SPR28	0.00000
2346	YDR219C	MFB1	0.00000
2347	YDR220C	YDR220C	0.00000
2348	YDR221W	GTB1	0.00000
2349	YDR222W	YDR222W	0.00000
2350	YDR223W	CRF1	0.00000
2352	YDR225W	HTA1	0.00000
2353	YDR226W	ADK1	0.00000
2356	YDR229W	IVY1	0.00000
2358	YDR231C	COX20	0.00000
2360	YDR233C	RTN1	0.00000
2361	YDR234W	LYS4	0.00000
2366	YDR239C	YDR239C	0.00000
2368	YDR241W	BUD26	0.00000
3716	YLR027C	AAT2	0.00000
4158	YML001W	YPT7	0.00000
4568	YMR266W	RSN1	0.00000
4963	YNL330C	RPD3	0.00000
5581	YOR369C	RPS12	0.00000
2230	YDR103W	STE5	0.00000
2254	YDR127W	ARO1	0.00000
659	YEL004W	YEA4	0.00000
684	YEL029C	BUD16	0.00000
763	YER032W	FIR1	0.00000
770	YER039C	HVG1	0.00000
783	YER052C	HOM3	0.00000
788	YER057C	HMF1	0.00000
2676	YER060W-A	FCY22	0.00000
2677	YER066C-A	YER066C-A	0.00000
810	YER079W	YER079W	0.00000
959	YHL042W	YHL042W	0.00000
958	YHL041W	YHL041W	0.00000
947	YHL030W	ECM29	0.00000
946	YHL029C	OCA5	0.00000
938	YHL021C	AIM17	0.00000
933	YHL016C	DUR3	0.00000
924	YHL007C	STE20	0.00000
922	YHL005C	YHL005C	0.00000
920	YHL003C	LAG1	0.00000
1118	YHR150W	PEX28	0.00000
1144	YHR176W	FMO1	0.00000
1145	YHR177W	ROF1	0.00000
519	YCL032W	STE50	0.00000
558	YCR002C	CDC10	0.00000
1466	YKL068W	NUP100	0.00000
1533	YKL135C	APL2	0.00000
1574	YKL177W	YKL177W	0.00000
1575	YKL178C	STE3	0.00000
5424	YOR212W	STE4	0.00000
3447	YJL205C	NCE101	0.00000
3445	YJL204C	RCY1	0.00000
3442	YJL201W	ECM25	0.00000
3379	YJL138C	TIF2	0.00000
3371	YJL130C	URA2	0.00000
2299	YDR173C	ARG82	0.00000
2354	YDR227W	SIR4	0.00000
517	YCL030C	HIS4	0.00000
3917	YLR228C	ECM22	0.00000
3920	YLR231C	BNA5	0.00000
3921	YLR232W	YLR232W	0.00000
3925	YLR236C	YLR236C	0.00000
3927	YLR238W	FAR10	0.00000
3930	YLR241W	CSC1	0.00000
3936	YLR247C	IRC20	0.00000
3937	YLR248W	RCK2	0.00000
3939	YLR250W	SSP120	0.00000
3940	YLR251W	SYM1	0.00000
3941	YLR252W	YLR252W	0.00000
3942	YLR253W	MCP2	0.00000
3943	YLR254C	NDL1	0.00000
3944	YLR255C	YLR255C	0.00000
3946	YLR257W	YLR257W	0.00000
3947	YLR258W	GSY2	0.00000
3950	YLR261C	VPS63	0.00000
3951	YLR262C	YPT6	0.00000
3952	YLR263W	RED1	0.00000
3953	YLR264W	RPS28B	0.00000
3954	YLR265C	NEJ1	0.00000
3955	YLR266C	PDR8	0.00000
3956	YLR267W	BOP2	0.00000
3957	YLR268W	SEC22	0.00000
3958	YLR269C	YLR269C	0.00000
3960	YLR271W	CMG1	0.00000
3962	YLR273C	PIG1	0.00000
3967	YLR278C	YLR278C	0.00000
3968	YLR279W	YLR279W	0.00000
3969	YLR280C	YLR280C	0.00000
3970	YLR281C	RSO55	0.00000
3971	YLR282C	YLR282C	0.00000
3972	YLR283W	PUT7	0.00000
3973	YLR284C	ECI1	0.00000
3974	YLR285W	NNT1	0.00000
3976	YLR287C	YLR287C	0.00000
3977	YLR287C-A	RPS30A	0.00000
3978	YLR288C	MEC3	0.00000
3979	YLR289W	GUF1	0.00000
3980	YLR290C	COQ11	0.00000
3982	YLR292C	SEC72	0.00000
3986	YLR296W	YLR296W	0.00000
3987	YLR297W	YLR297W	0.00000
3989	YLR299W	ECM38	0.00000
3990	YLR300W	EXG1	0.00000
3993	YLR303W	MET17	0.00000
3996	YLR306W	UBC12	0.00000
3997	YLR307W	CDA1	0.00000
3998	YLR308W	CDA2	0.00000
3999	YLR309C	IMH1	0.00000
4001	YLR311C	YLR311C	0.00000
4002	YLR312C	ATG39	0.00000
4004	YLR313C	SPH1	0.00000
4006	YLR315W	NKP2	0.00000
4009	YLR318W	EST2	0.00000
4010	YLR319C	BUD6	0.00000
4011	YLR320W	MMS22	0.00000
4013	YLR322W	VPS65	0.00000
2875	YGL194C	HOS2	0.00000
2876	YGL195W	GCN1	0.00000
2877	YGL196W	DSD1	0.00000
2878	YGL197W	MDS3	0.00000
2879	YGL198W	YIP4	0.00000
2881	YGL200C	EMP24	0.00000
2883	YGL202W	ARO8	0.00000
2884	YGL203C	KEX1	0.00000
2886	YGL205W	POX1	0.00000
2880	YGL199C	YGL199C	0.00000
2889	YGL208W	SIP2	0.00000
2890	YGL209W	MIG2	0.00000
2891	YGL210W	YPT32	0.00000
2892	YGL211W	NCS6	0.00000
2893	YGL212W	VAM7	0.00000
2894	YGL213C	SKI8	0.00000
2896	YGL215W	CLG1	0.00000
2897	YGL216W	KIP3	0.00000
2901	YGL220W	BOL2	0.00000
2902	YGL221C	NIF3	0.00000
2903	YGL222C	EDC1	0.00000
2905	YGL224C	SDT1	0.00000
2907	YGL226C-A	OST5	0.00000
2908	YGL226W	MTC3	0.00000
2909	YGL227W	VID30	0.00000
2910	YGL228W	SHE10	0.00000
2911	YGL229C	SAP4	0.00000
2912	YGL230C	YGL230C	0.00000
2913	YGL231C	EMC4	0.00000
2914	YGL232W	TAN1	0.00000
2916	YGL234W	ADE5,7	0.00000
2918	YGL236C	MTO1	0.00000
2923	YGL241W	KAP114	0.00000
2925	YGL243W	TAD1	0.00000
2928	YGL246C	RAI1	0.00000
2930	YGL248W	PDE1	0.00000
2931	YGL249W	ZIP2	0.00000
2932	YGL250W	RMR1	0.00000
2934	YGL252C	RTG2	0.00000
2935	YGL253W	HXK2	0.00000
2936	YGL254W	FZF1	0.00000
2937	YGL255W	ZRT1	0.00000
2938	YGL256W	ADH4	0.00000
2939	YGL257C	MNT2	0.00000
2940	YGL258W	VEL1	0.00000
2941	YGL259W	YPS5	0.00000
2942	YGL260W	YGL260W	0.00000
2943	YGL261C	PAU11	0.00000
2944	YGL262W	YGL262W	0.00000
2945	YGL263W	COS12	0.00000
2946	YGR001C	EFM5	0.00000
2948	YGR003W	CUL3	0.00000
2949	YGR004W	PEX31	0.00000
2951	YGR006W	PRP18	0.00000
2952	YGR007W	ECT1	0.00000
2953	YGR008C	STF2	0.00000
2955	YGR010W	NMA2	0.00000
2957	YGR012W	MCY1	0.00000
2959	YGR014W	MSB2	0.00000
2960	YGR015C	EAT1	0.00000
2961	YGR016W	YGR016W	0.00000
2962	YGR017W	YGR017W	0.00000
2964	YGR019W	UGA1	0.00000
2966	YGR021W	DPC29	0.00000
2968	YGR023W	MTL1	0.00000
2971	YGR026W	YGR026W	0.00000
5697	YPL091W	GLR1	0.00000
5696	YPL090C	RPS6A	0.00000
5695	YPL089C	RLM1	0.00000
5694	YPL088W	YPL088W	0.00000
5693	YPL087W	YDC1	0.00000
5692	YPL086C	ELP3	0.00000
5690	YPL084W	BRO1	0.00000
5687	YPL081W	RPS9A	0.00000
5686	YPL080C	YPL080C	0.00000
5685	YPL079W	RPL21B	0.00000
5683	YPL077C	YPL077C	0.00000
5680	YPL074W	YTA6	0.00000
5678	YPL072W	UBP16	0.00000
5679	YPL073C	YPL073C	0.00000
5677	YPL071C	YPL071C	0.00000
5676	YPL070W	MUK1	0.00000
5675	YPL069C	BTS1	0.00000
5674	YPL068C	YPL068C	0.00000
5673	YPL067C	HTC1	0.00000
5672	YPL066W	RGL1	0.00000
5671	YPL065W	VPS28	0.00000
5670	YPL064C	CWC27	0.00000
5668	YPL062W	YPL062W	0.00000
5667	YPL061W	ALD6	0.00000
5666	YPL060W	MFM1	0.00000
5664	YPL058C	PDR12	0.00000
5663	YPL057C	SUR1	0.00000
5662	YPL056C	LCL1	0.00000
5661	YPL055C	LGE1	0.00000
5660	YPL054W	LEE1	0.00000
5659	YPL053C	KTR6	0.00000
5658	YPL052W	OAZ1	0.00000
5657	YPL051W	ARL3	0.00000
5656	YPL050C	MNN9	0.00000
5655	YPL049C	DIG1	0.00000
5654	YPL048W	CAM1	0.00000
5653	YPL047W	SGF11	0.00000
5652	YPL046C	ELC1	0.00000
5648	YPL042C	SSN3	0.00000
5647	YPL041C	MRX11	0.00000
5646	YPL040C	ISM1	0.00000
5645	YPL039W	YPL039W	0.00000
5644	YPL038W	MET31	0.00000
5643	YPL037C	EGD1	0.00000
5641	YPL035C	YPL035C	0.00000
5639	YPL033C	SRL4	0.00000
5638	YPL032C	SVL3	0.00000
5636	YPL030W	TRM44	0.00000
5635	YPL029W	SUV3	0.00000
5632	YPL026C	SKS1	0.00000
5631	YPL025C	YPL025C	0.00000
5630	YPL024W	RMI1	0.00000
5629	YPL023C	MET12	0.00000
5628	YPL022W	RAD1	0.00000
5627	YPL021W	ECM23	0.00000
5625	YPL019C	VTC3	0.00000
5624	YPL018W	CTF19	0.00000
5623	YPL017C	IRC15	0.00000
5621	YPL015C	HST2	0.00000
5620	YPL014W	CIP1	0.00000
5615	YPL009C	RQC2	0.00000
5614	YPL008W	CHL1	0.00000
5612	YPL006W	NCR1	0.00000
5611	YPL005W	AEP3	0.00000
5609	YPL003W	ULA1	0.00000
5608	YPL002C	SNF8	0.00000
5607	YPL001W	HAT1	0.00000
5888	YPR001W	CIT3	0.00000
5889	YPR002W	PDH1	0.00000
5890	YPR003C	YPR003C	0.00000
5891	YPR004C	AIM45	0.00000
5892	YPR005C	HAL1	0.00000
5992	YPR106W	ISR1	0.00000
5995	YPR109W	GLD1	0.00000
5997	YPR111W	DBF20	0.00000
6000	YPR114W	YPR114W	0.00000
6001	YPR115W	RGC1	0.00000
6003	YPR117W	YPR117W	0.00000
6005	YPR119W	CLB2	0.00000
6006	YPR120C	CLB5	0.00000
6007	YPR121W	THI22	0.00000
6008	YPR122W	AXL1	0.00000
6010	YPR124W	CTR1	0.00000
6011	YPR125W	YLH47	0.00000
6012	YPR126C	YPR126C	0.00000
6013	YPR127W	YPR127W	0.00000
6014	YPR128C	ANT1	0.00000
6015	YPR129W	SCD6	0.00000
6016	YPR130C	YPR130C	0.00000
6017	YPR131C	NAT3	0.00000
6018	YPR132W	RPS23B	0.00000
6020	YPR134W	MSS18	0.00000
6021	YPR135W	CTF4	0.00000
6024	YPR138C	MEP3	0.00000
6025	YPR139C	LOA1	0.00000
6026	YPR140W	TAZ1	0.00000
6027	YPR141C	KAR3	0.00000
6031	YPR145W	ASN1	0.00000
6032	YPR146C	YPR146C	0.00000
6033	YPR147C	YPR147C	0.00000
6034	YPR148C	YPR148C	0.00000
6035	YPR149W	NCE102	0.00000
6036	YPR150W	YPR150W	0.00000
6038	YPR152C	URN1	0.00000
6039	YPR153W	MAY24	0.00000
6040	YPR154W	PIN3	0.00000
6041	YPR155C	NCA2	0.00000
6042	YPR156C	TPO3	0.00000
6043	YPR157W	TDA6	0.00000
6044	YPR158W	CUR1	0.00000
6045	YPR159W	KRE6	0.00000
6046	YPR160W	GPH1	0.00000
6049	YPR163C	TIF3	0.00000
6050	YPR164W	MMS1	0.00000
6052	YPR166C	MRP2	0.00000
6053	YPR167C	MET16	0.00000
6056	YPR170C	YPR170C	0.00000
6057	YPR171W	BSP1	0.00000
6058	YPR172W	YPR172W	0.00000
6059	YPR173C	VPS4	0.00000
6060	YPR174C	CSA1	0.00000
6065	YPR179C	HDA3	0.00000
6070	YPR184W	GDB1	0.00000
6071	YPR185W	ATG13	0.00000
6074	YPR188C	MLC2	0.00000
6075	YPR189W	SKI3	0.00000
6078	YPR192W	AQY1	0.00000
6079	YPR193C	HPA2	0.00000
6080	YPR194C	OPT2	0.00000
6081	YPR195C	YPR195C	0.00000
6082	YPR196W	YPR196W	0.00000
6083	YPR197C	YPR197C	0.00000
6084	YPR198W	SGE1	0.00000
6085	YPR199C	ARR1	0.00000
6086	YPR200C	ARR2	0.00000
6087	YPR201W	ARR3	0.00000
638	YCR090C	YCR090C	0.00000
639	YCR091W	KIN82	0.00000
640	YCR092C	MSH3	0.00000
646	YCR098C	GIT1	0.00000
647	YCR099C	YCR099C	0.00000
648	YCR100C	EMA35	0.00000
649	YCR101C	YCR101C	0.00000
650	YCR102C	YCR102C	0.00000
652	YCR105W	ADH7	0.00000
653	YCR106W	RDS1	0.00000
6112	YDL130W-A	STF1	0.00000
6115	YDR363W-A	SEM1	0.00000
6116	YDR525W-A	SNA2	0.00000
2661	YDR535C	YDR535C	0.00000
2662	YDR536W	STL1	0.00000
2664	YDR538W	PAD1	0.00000
2665	YDR539W	FDC1	0.00000
2666	YDR540C	IRC4	0.00000
2667	YDR541C	YDR541C	0.00000
6107	YER039C-A	YER039C-A	0.00000
6118	YER091C-A	YER091C-A	0.00000
872	YER144C	UBP5	0.00000
915	YER188W	YER188W	0.00000
6099	YFL034C-A	RPL22B	0.00000
1823	YFR032C	RRT5	0.00000
6100	YFR032C-A	RPL29	0.00000
1824	YFR033C	QCR6	0.00000
1825	YFR034C	PHO4	0.00000
1826	YFR035C	YFR035C	0.00000
1827	YFR036W	CDC26	0.00000
1829	YFR038W	IRC5	0.00000
1831	YFR040W	SAP155	0.00000
1832	YFR041C	ERJ5	0.00000
1834	YFR043C	IRC6	0.00000
1835	YFR044C	DUG1	0.00000
