Gene ID	Gene systematic name	Gene common name	NPV hap alpha | growth (spot assay) | standard | YPG [3%] | Merz S~Westermann B, 2009
5955	YPR068C	HOS1	0.00000
5956	YPR069C	SPE3	0.00000
5957	YPR070W	MED1	0.00000
5958	YPR071W	YPR071W	0.00000
5960	YPR073C	LTP1	0.00000
5961	YPR074C	TKL1	0.00000
5962	YPR075C	OPY2	0.00000
5963	YPR076W	YPR076W	0.00000
5964	YPR077C	YPR077C	0.00000
5966	YPR079W	MRL1	0.00000
5971	YPR084W	YPR084W	0.00000
5974	YPR087W	VPS69	0.00000
5976	YPR089W	YPR089W	0.00000
5978	YPR092W	YPR092W	0.00000
5979	YPR093C	ASR1	0.00000
5981	YPR095C	SYT1	0.00000
5982	YPR096C	YPR096C	0.00000
5983	YPR097W	YPR097W	0.00000
5984	YPR098C	TMH18	0.00000
5986	YPR100W	MRPL51	0.00000
5987	YPR101W	SNT309	0.00000
3367	YJL126W	NIT2	0.00000
3364	YJL123C	MTC1	0.00000
3363	YJL122W	ALB1	0.00000
3359	YJL118W	YJL118W	0.00000
3360	YJL119C	YJL119C	0.00000
3358	YJL117W	PHO86	0.00000
3357	YJL116C	NCA3	0.00000
3356	YJL115W	ASF1	0.00000
3355	YJL112W	MDV1	0.00000
3353	YJL110C	GZF3	0.00000
3351	YJL108C	PRM10	0.00000
3350	YJL107C	YJL107C	0.00000
3349	YJL106W	IME2	0.00000
3343	YJL100W	LSB6	0.00000
3342	YJL099W	CHS6	0.00000
3341	YJL098W	SAP185	0.00000
3338	YJL095W	BCK1	0.00000
3336	YJL093C	TOK1	0.00000
3335	YJL092W	SRS2	0.00000
3332	YJL089W	SIP4	0.00000
3331	YJL088W	ARG3	0.00000
3326	YJL083W	TAX4	0.00000
3325	YJL082W	IML2	0.00000
3323	YJL080C	SCP160	0.00000
3320	YJL077C	ICS3	0.00000
3316	YJL073W	JEM1	0.00000
3314	YJL071W	ARG2	0.00000
3311	YJL068C	YJL068C	0.00000
3310	YJL067W	YJL067W	0.00000
3309	YJL066C	MPM1	0.00000
3307	YJL064W	YJL064W	0.00000
3308	YJL065C	DLS1	0.00000
3305	YJL062W	LAS21	0.00000
3303	YJL060W	BNA3	0.00000
3302	YJL059W	YHC3	0.00000
3301	YJL058C	BIT61	0.00000
3300	YJL057C	IKS1	0.00000
3299	YJL056C	ZAP1	0.00000
3298	YJL055W	LOG1	0.00000
3296	YJL053W	PEP8	0.00000
3295	YJL052W	TDH1	0.00000
3294	YJL051W	IRC8	0.00000
3292	YJL049W	CHM7	0.00000
3291	YJL048C	UBX6	0.00000
3290	YJL047C	RTT101	0.00000
3288	YJL045W	SDH9	0.00000
3287	YJL044C	GYP6	0.00000
3286	YJL043W	YJL043W	0.00000
3282	YJL038C	LOH1	0.00000
3281	YJL037W	IRC18	0.00000
3280	YJL036W	SNX4	0.00000
3274	YJL030W	MAD2	0.00000
3535	YJR073C	OPI3	0.00000
3537	YJR075W	HOC1	0.00000
3540	YJR078W	BNA2	0.00000
3541	YJR079W	YJR079W	0.00000
3543	YJR082C	EAF6	0.00000
3544	YJR083C	ACF4	0.00000
3549	YJR088C	EMC2	0.00000
3553	YJR092W	BUD4	0.00000
3564	YJR102C	VPS25	0.00000
3565	YJR103W	URA8	0.00000
3567	YJR105W	ADO1	0.00000
3570	YJR108W	ABM1	0.00000
3572	YJR110W	YMR1	0.00000
3573	YJR111C	PXP2	0.00000
3577	YJR115W	YJR115W	0.00000
3589	YJR127C	RSF2	0.00000
3590	YJR128W	YJR128W	0.00000
3591	YJR129C	EFM3	0.00000
3592	YJR130C	STR2	0.00000
3597	YJR135C	MCM22	0.00000
3599	YJR137C	MET5	0.00000
3608	YJR146W	YJR146W	0.00000
3609	YJR147W	HMS2	0.00000
3611	YJR149W	YJR149W	0.00000
3614	YJR152W	DAL5	0.00000
3616	YJR154W	YJR154W	0.00000
667	YEL012W	UBC8	0.00000
762	YER031C	YPT31	0.00000
777	YER046W	SPO73	0.00000
794	YER063W	THO1	0.00000
797	YER066W	RRT13	0.00000
3133	YGR188C	BUB1	0.00000
3146	YGR201C	YGR201C	0.00000
3149	YGR204W	ADE3	0.00000
919	YHL002W	HSE1	0.00000
928	YHL011C	PRS3	0.00000
956	YHL039W	EFM1	0.00000
970	YHR003C	TCD1	0.00000
971	YHR004C	NEM1	0.00000
972	YHR005C	GPA1	0.00000
975	YHR008C	SOD2	0.00000
992	YHR025W	THR1	0.00000
1008	YHR041C	SRB2	0.00000
1026	YHR059W	FYV4	0.00000
1094	YHR127W	YHR127W	0.00000
1098	YHR131C	YHR131C	0.00000
1148	YHR180W	YHR180W	0.00000
1153	YHR185C	PFS1	0.00000
1162	YHR194W	MDM31	0.00000
3631	YLL007C	LMO1	0.00000
4452	YMR154C	RIM13	0.00000
4907	YNL274C	GOR1	0.00000
5190	YOL141W	PPM2	0.00000
5199	YOL150C	YOL150C	0.00000
5206	YOL158C	ENB1	0.00000
5207	YOL159C	CSS3	0.00000
5208	YOL160W	YOL160W	0.00000
5210	YOL162W	YOL162W	0.00000
5211	YOL163W	YOL163W	0.00000
6094	YOR008C-A	YOR008C-A	0.00000
1707	YKR087C	OMA1	0.00000
1708	YKR088C	TVP38	0.00000
1709	YKR089C	TGL4	0.00000
1710	YKR090W	PXL1	0.00000
1711	YKR091W	SRL3	0.00000
1712	YKR092C	SRP40	0.00000
1713	YKR093W	PTR2	0.00000
1717	YKR097W	PCK1	0.00000
1718	YKR098C	UBP11	0.00000
1719	YKR099W	BAS1	0.00000
1720	YKR100C	SKG1	0.00000
1721	YKR101W	SIR1	0.00000
1723	YKR103W	NFT1	0.00000
1724	YKR104W	YKR104W	0.00000
1725	YKR105C	VBA5	0.00000
6126	YLR262C-A	TMA7	0.00000
4112	YLR422W	DCK1	0.00000
4113	YLR423C	ATG17	0.00000
4115	YLR425W	TUS1	0.00000
4116	YLR426W	TDA5	0.00000
4117	YLR427W	MAG2	0.00000
4118	YLR428C	YLR428C	0.00000
4119	YLR429W	CRN1	0.00000
4121	YLR431C	ATG23	0.00000
4122	YLR432W	IMD3	0.00000
4123	YLR433C	CNA1	0.00000
4124	YLR434C	YLR434C	0.00000
4126	YLR436C	ECM30	0.00000
4127	YLR437C	DIF1	0.00000
4128	YLR438W	CAR2	0.00000
4131	YLR441C	RPS1A	0.00000
4133	YLR443W	ECM7	0.00000
4134	YLR444C	YLR444C	0.00000
4135	YLR445W	GMC2	0.00000
4136	YLR446W	YLR446W	0.00000
4138	YLR448W	RPL6B	0.00000
4139	YLR449W	FPR4	0.00000
4140	YLR450W	HMG2	0.00000
4142	YLR452C	SST2	0.00000
4143	YLR453C	RIF2	0.00000
4144	YLR454W	FMP27	0.00000
4146	YLR456W	YLR456W	0.00000
4150	YLR460C	YLR460C	0.00000
4151	YLR461W	PAU4	0.00000
4167	YML009C-A	YML009C-A	0.00000
4181	YML021C	UNG1	0.00000
6127	YML081C-A	ATP18	0.00000
4353	YMR060C	SAM37	0.00000
6129	YMR158C-A	YMR158C-A	0.00000
6130	YMR194C-A	YMR194C-A	0.00000
4634	YMR326C	YMR326C	0.00000
6131	YNR032C-A	HUB1	0.00000
5022	YNR050C	LYS9	0.00000
5023	YNR051C	BRE5	0.00000
5028	YNR056C	BIO5	0.00000
5029	YNR057C	BIO4	0.00000
5030	YNR058W	BIO3	0.00000
5031	YNR059W	MNT4	0.00000
5032	YNR060W	FRE4	0.00000
5033	YNR061C	YNR061C	0.00000
5034	YNR062C	PUL3	0.00000
5035	YNR063W	PUL4	0.00000
5036	YNR064C	YNR064C	0.00000
5037	YNR065C	YNR065C	0.00000
5038	YNR066C	YNR066C	0.00000
5039	YNR067C	DSE4	0.00000
5040	YNR068C	YNR068C	0.00000
10	YAL012W	CYS3	0.00000
45	YAL047C	SPC72	0.00000
50	YAL054C	ACS1	0.00000
1866	YAL056C-A	YAL056C-A	0.00000
80	YAR050W	FLO1	0.00000
510	YCL022C	YCL022C	0.00000
511	YCL023C	YCL023C	0.00000
525	YCL038C	ATG22	0.00000
544	YCL058C	FYV5	0.00000
555	YCL076W	YCL076W	0.00000
2895	YGL214W	YGL214W	0.00000
2898	YGL217C	YGL217C	0.00000
2917	YGL235W	YGL235W	0.00000
2956	YGR011W	YGR011W	0.00000
2963	YGR018C	YGR018C	0.00000
2967	YGR022C	YGR022C	0.00000
2970	YGR025W	YGR025W	0.00000
3531	YJR069C	HAM1	0.00000
3532	YJR070C	LIA1	0.00000
3536	YJR074W	MOG1	0.00000
3542	YJR080C	AIM24	0.00000
3545	YJR084W	YJR084W	0.00000
3548	YJR087W	YJR087W	0.00000
3551	YJR090C	GRR1	0.00000
3552	YJR091C	JSN1	0.00000
3555	YJR094C	IME1	0.00000
3556	YJR094W-A	RPL43B	0.00000
3557	YJR095W	SFC1	0.00000
3558	YJR096W	YJR096W	0.00000
3559	YJR097W	JJJ3	0.00000
3560	YJR098C	YJR098C	0.00000
3561	YJR099W	YUH1	0.00000
3562	YJR100C	AIM25	0.00000
3566	YJR104C	SOD1	0.00000
3568	YJR106W	ECM27	0.00000
3569	YJR107W	LIH1	0.00000
3571	YJR109C	CPA2	0.00000
3578	YJR116W	TDA4	0.00000
3579	YJR117W	STE24	0.00000
3580	YJR118C	ILM1	0.00000
3581	YJR119C	JHD2	0.00000
3582	YJR120W	YJR120W	0.00000
3586	YJR124C	YJR124C	0.00000
3587	YJR125C	ENT3	0.00000
3588	YJR126C	VPS70	0.00000
3593	YJR131W	MNS1	0.00000
3595	YJR133W	XPT1	0.00000
3596	YJR134C	SGM1	0.00000
3601	YJR139C	HOM6	0.00000
3602	YJR140C	HIR3	0.00000
3604	YJR142W	YJR142W	0.00000
3607	YJR145C	RPS4A	0.00000
3610	YJR148W	BAT2	0.00000
3612	YJR150C	DAN1	0.00000
3615	YJR153W	PGU1	0.00000
1403	YKL005C	BYE1	0.00000
1428	YKL030W	YKL030W	0.00000
3835	YLR146C	SPE4	0.00000
3975	YLR286C	CTS1	0.00000
4034	YLR343W	GAS2	0.00000
4225	YML067C	ERV41	0.00000
4226	YML068W	ITT1	0.00000
4230	YML072C	TCB3	0.00000
4433	YMR136W	GAT2	0.00000
4472	YMR172W	HOT1	0.00000
5521	YOR309C	YOR309C	0.00000
2070	YDL191W	RPL35A	0.00000
2076	YDL197C	ASF2	0.00000
2077	YDL198C	GGC1	0.00000
2078	YDL199C	YDL199C	0.00000
2079	YDL200C	MGT1	0.00000
2080	YDL201W	TRM8	0.00000
2081	YDL202W	MRPL11	0.00000
2082	YDL203C	ACK1	0.00000
2083	YDL204W	RTN2	0.00000
2085	YDL206W	YDL206W	0.00000
2089	YDL210W	UGA4	0.00000
2090	YDL211C	YDL211C	0.00000
2092	YDL213C	NOP6	0.00000
2093	YDL214C	PRR2	0.00000
2094	YDL215C	GDH2	0.00000
2095	YDL216C	RRI1	0.00000
2097	YDL218W	YDL218W	0.00000
2098	YDL219W	DTD1	0.00000
2101	YDL222C	FMP45	0.00000
2102	YDL223C	HBT1	0.00000
2103	YDL224C	WHI4	0.00000
2104	YDL225W	SHS1	0.00000
2105	YDL226C	GCS1	0.00000
2106	YDL227C	HO	0.00000
2108	YDL229W	SSB1	0.00000
2109	YDL230W	PTP1	0.00000
2110	YDL231C	BRE4	0.00000
2111	YDL232W	OST4	0.00000
2112	YDL233W	MFG1	0.00000
2113	YDL234C	GYP7	0.00000
2115	YDL236W	PHO13	0.00000
2116	YDL237W	AIM6	0.00000
2117	YDL238C	GUD1	0.00000
2118	YDL239C	ADY3	0.00000
2119	YDL240W	LRG1	0.00000
2120	YDL241W	YDL241W	0.00000
2121	YDL242W	YDL242W	0.00000
2122	YDL243C	AAD4	0.00000
2128	YDR001C	NTH1	0.00000
2130	YDR003W	RCR2	0.00000
2131	YDR004W	RAD57	0.00000
2132	YDR005C	MAF1	0.00000
2133	YDR006C	SOK1	0.00000
2135	YDR008C	YDR008C	0.00000
2136	YDR009W	GAL3	0.00000
2138	YDR011W	SNQ2	0.00000
2141	YDR014W	RAD61	0.00000
2142	YDR015C	YDR015C	0.00000
2144	YDR017C	KCS1	0.00000
2145	YDR018C	YDR018C	0.00000
2146	YDR019C	GCV1	0.00000
2147	YDR020C	DAS2	0.00000
2149	YDR022C	ATG31	0.00000
2151	YDR024W	FYV1	0.00000
2153	YDR026C	NSI1	0.00000
2154	YDR027C	VPS54	0.00000
2155	YDR028C	REG1	0.00000
2156	YDR029W	YDR029W	0.00000
2157	YDR030C	RAD28	0.00000
2158	YDR031W	MIX14	0.00000
2159	YDR032C	PST2	0.00000
2160	YDR033W	MRH1	0.00000
2161	YDR034C	LYS14	0.00000
2162	YDR035W	ARO3	0.00000
2163	YDR036C	EHD3	0.00000
2169	YDR042C	YDR042C	0.00000
2170	YDR043C	NRG1	0.00000
2173	YDR046C	BAP3	0.00000
1867	YAL064C-A	TDA8	0.00000
6108	YBL091C-A	SCS22	0.00000
463	YBR269C	SDH8	0.00000
465	YBR271W	EFM2	0.00000
467	YBR273C	UBX7	0.00000
468	YBR274W	CHK1	0.00000
471	YBR277C	YBR277C	0.00000
472	YBR278W	DPB3	0.00000
473	YBR279W	PAF1	0.00000
475	YBR281C	DUG2	0.00000
478	YBR284W	YBR284W	0.00000
479	YBR285W	YBR285W	0.00000
480	YBR286W	APE3	0.00000
484	YBR290W	BSD2	0.00000
485	YBR291C	CTP1	0.00000
486	YBR292C	YBR292C	0.00000
487	YBR293W	VBA2	0.00000
489	YBR295W	PCA1	0.00000
490	YBR296C	PHO89	0.00000
491	YBR297W	MAL33	0.00000
492	YBR298C	MAL31	0.00000
494	YBR300C	YBR300C	0.00000
582	YCR024C-A	PMP1	0.00000
583	YCR025C	YCR025C	0.00000
584	YCR026C	NPP1	0.00000
585	YCR027C	RHB1	0.00000
586	YCR028C	FEN2	0.00000
588	YCR031C	RPS14A	0.00000
591	YCR034W	ELO2	0.00000
593	YCR036W	RBK1	0.00000
594	YCR037C	PHO87	0.00000
600	YCR043C	YCR043C	0.00000
601	YCR044C	PER1	0.00000
602	YCR045C	RRT12	0.00000
606	YCR049C	YCR049C	0.00000
607	YCR050C	YCR050C	0.00000
608	YCR051W	YCR051W	0.00000
613	YCR059C	YIH1	0.00000
615	YCR061W	TVS1	0.00000
616	YCR063W	BUD31	0.00000
618	YCR065W	HCM1	0.00000
619	YCR066W	RAD18	0.00000
621	YCR068W	ATG15	0.00000
655	YCR073W-A	SOL2	0.00000
627	YCR076C	FUB1	0.00000
628	YCR077C	PAT1	0.00000
1860	YCR079W	PTC6	0.00000
629	YCR081W	SRB8	0.00000
630	YCR082W	AHC2	0.00000
633	YCR085W	YCR085W	0.00000
634	YCR086W	CSM1	0.00000
6105	YCR087C-A	YCR087C-A	0.00000
635	YCR087W	YCR087W	0.00000
3251	YJL004C	SYS1	0.00000
3253	YJL006C	CTK2	0.00000
3254	YJL007C	YJL007C	0.00000
3259	YJL012C	VTC4	0.00000
3260	YJL013C	MAD3	0.00000
3263	YJL016W	TPH3	0.00000
3265	YJL020C	BBC1	0.00000
3266	YJL022W	YJL022W	0.00000
3267	YJL023C	PET130	0.00000
3268	YJL024C	APS3	0.00000
3271	YJL027C	YJL027C	0.00000
3272	YJL028W	YJL028W	0.00000
3273	YJL029C	VPS53	0.00000
3466	YJR001W	AVT1	0.00000
3469	YJR004C	SAG1	0.00000
3470	YJR005W	APL1	0.00000
3473	YJR008W	MHO1	0.00000
3474	YJR009C	TDH2	0.00000
3475	YJR010C-A	SPC1	0.00000
3476	YJR010W	MET3	0.00000
3477	YJR011C	YJR011C	0.00000
3480	YJR014W	TMA22	0.00000
3481	YJR015W	YJR015W	0.00000
3484	YJR018W	YJR018W	0.00000
3485	YJR019C	TES1	0.00000
3486	YJR020W	YJR020W	0.00000
3487	YJR021C	REC107	0.00000
3490	YJR024C	MDE1	0.00000
3491	YJR025C	BNA1	0.00000
3492	YJR030C	RBH2	0.00000
3493	YJR031C	GEA1	0.00000
3494	YJR032W	CPR7	0.00000
3495	YJR033C	RAV1	0.00000
3497	YJR035W	RAD26	0.00000
3498	YJR036C	HUL4	0.00000
3499	YJR037W	YJR037W	0.00000
3500	YJR038C	YJR038C	0.00000
3505	YJR043C	POL32	0.00000
3509	YJR047C	ANB1	0.00000
3510	YJR048W	CYC1	0.00000
3511	YJR049C	UTR1	0.00000
3512	YJR050W	ISY1	0.00000
3513	YJR051W	OSM1	0.00000
3514	YJR052W	RAD7	0.00000
3515	YJR053W	BFA1	0.00000
3516	YJR054W	KCH1	0.00000
3517	YJR055W	HIT1	0.00000
3518	YJR056C	YJR056C	0.00000
3520	YJR058C	APS2	0.00000
3521	YJR059W	PTK2	0.00000
3522	YJR060W	CBF1	0.00000
3523	YJR061W	MNN14	0.00000
3524	YJR062C	NTA1	0.00000
3525	YJR063W	RPA12	0.00000
1974	YDL096C	OPI6	0.00000
1978	YDL100C	GET3	0.00000
1979	YDL101C	DUN1	0.00000
1982	YDL104C	QRI7	0.00000
1984	YDL106C	PHO2	0.00000
1987	YDL109C	YDL109C	0.00000
1988	YDL110C	TMA17	0.00000
1990	YDL112W	TRM3	0.00000
1991	YDL113C	ATG20	0.00000
1993	YDL115C	IWR1	0.00000
1994	YDL116W	NUP84	0.00000
1995	YDL117W	CYK3	0.00000
1996	YDL118W	YDL118W	0.00000
1997	YDL119C	HEM25	0.00000
1999	YDL121C	EXP1	0.00000
2000	YDL122W	UBP1	0.00000
2001	YDL123W	SNA4	0.00000
2002	YDL124W	YDL124W	0.00000
2003	YDL125C	HNT1	0.00000
2005	YDL127W	PCL2	0.00000
2006	YDL128W	VCX1	0.00000
2008	YDL130W	RPP1B	0.00000
2009	YDL131W	LYS21	0.00000
2012	YDL134C	PPH21	0.00000
2013	YDL133C-A	RPL41B	0.00000
2014	YDL135C	RDI1	0.00000
2015	YDL136W	RPL35B	0.00000
2016	YDL137W	ARF2	0.00000
2017	YDL138W	RGT2	0.00000
2021	YDL142C	CRD1	0.00000
2023	YDL144C	YDL144C	0.00000
2025	YDL146W	LDB17	0.00000
2028	YDL149W	ATG9	0.00000
2030	YDL151C	BUD30	0.00000
2033	YDL154W	MSH5	0.00000
2034	YDL155W	CLB3	0.00000
2035	YDL156W	CMR1	0.00000
2037	YDL158C	YDL158C	0.00000
2038	YDL159W	STE7	0.00000
2039	YDL160C	DHH1	0.00000
2040	YDL161W	ENT1	0.00000
2041	YDL162C	YDL162C	0.00000
2046	YDL167C	NRP1	0.00000
2047	YDL168W	SFA1	0.00000
2048	YDL169C	UGX2	0.00000
2049	YDL170W	UGA3	0.00000
2050	YDL171C	GLT1	0.00000
2051	YDL172C	YDL172C	0.00000
2052	YDL173W	PAR32	0.00000
2053	YDL174C	DLD1	0.00000
2054	YDL175C	AIR2	0.00000
2055	YDL176W	IPF1	0.00000
2056	YDL177C	YDL177C	0.00000
2057	YDL178W	DLD2	0.00000
2058	YDL179W	PCL9	0.00000
2059	YDL180W	YDL180W	0.00000
2060	YDL181W	INH1	0.00000
2061	YDL182W	LYS20	0.00000
2062	YDL183C	MRX19	0.00000
2063	YDL184C	RPL41A	0.00000
2065	YDL186W	YDL186W	0.00000
2066	YDL187C	YDL187C	0.00000
2067	YDL188C	PPH22	0.00000
2068	YDL189W	RBS1	0.00000
2069	YDL190C	UFD2	0.00000
2417	YDR290W	YDR290W	0.00000
2702	YGL020C	GET1	0.00000
2705	YGL023C	PIB2	0.00000
2732	YGL051W	MST27	0.00000
2769	YGL088W	YGL088W	0.00000
2775	YGL094C	PAN2	0.00000
2776	YGL095C	VPS45	0.00000
2777	YGL096W	TOS8	0.00000
1193	YIL006W	YIA6	0.00000
1194	YIL007C	NAS2	0.00000
1195	YIL008W	URM1	0.00000
1196	YIL009W	FAA3	0.00000
1197	YIL010W	DOT5	0.00000
3247	YIL014C-A	YIL014C-A	0.00000
1205	YIL018W	RPL2B	0.00000
1225	YIL038C	NOT3	0.00000
1229	YIL042C	PKP1	0.00000
1234	YIL047C	SYG1	0.00000
1239	YIL052C	RPL34B	0.00000
1241	YIL054W	YIL054W	0.00000
1242	YIL055C	YIL055C	0.00000
1246	YIL059C	YIL059C	0.00000
1247	YIL060W	YIL060W	0.00000
1253	YIL066C	RNR3	0.00000
1254	YIL067C	YIL067C	0.00000
1256	YIL069C	RPS24B	0.00000
1257	YIL070C	MAM33	0.00000
1258	YIL071C	PCI8	0.00000
1261	YIL074C	SER33	0.00000
1274	YIL089W	YIL089W	0.00000
1277	YIL092W	YIL092W	0.00000
183	YBL095W	MRX3	0.00000
184	YBL096C	YBL096C	0.00000
186	YBL098W	BNA4	0.00000
189	YBL101C	ECM21	0.00000
190	YBL102W	SFT2	0.00000
191	YBL103C	RTG3	0.00000
192	YBL104C	SEA4	0.00000
194	YBL106C	SRO77	0.00000
195	YBL107C	MIX23	0.00000
197	YBR001C	NTH2	0.00000
201	YBR005W	RCR1	0.00000
202	YBR006W	UGA2	0.00000
203	YBR007C	DSF2	0.00000
204	YBR008C	FLR1	0.00000
205	YBR009C	HHF1	0.00000
206	YBR010W	HHT1	0.00000
208	YBR012C	YBR012C	0.00000
209	YBR013C	YBR013C	0.00000
210	YBR014C	GRX7	0.00000
211	YBR015C	MNN2	0.00000
212	YBR016W	YBR016W	0.00000
214	YBR018C	GAL7	0.00000
215	YBR019C	GAL10	0.00000
216	YBR020W	GAL1	0.00000
217	YBR021W	FUR4	0.00000
218	YBR022W	POA1	0.00000
219	YBR023C	CHS3	0.00000
220	YBR024W	SCO2	0.00000
221	YBR025C	OLA1	0.00000
223	YBR027C	YBR027C	0.00000
224	YBR028C	YPK3	0.00000
226	YBR030W	RKM3	0.00000
227	YBR031W	RPL4A	0.00000
228	YBR032W	YBR032W	0.00000
229	YBR033W	EDS1	0.00000
230	YBR034C	HMT1	0.00000
231	YBR035C	PDX3	0.00000
232	YBR036C	CSG2	0.00000
233	YBR037C	SCO1	0.00000
236	YBR040W	FIG1	0.00000
237	YBR041W	FAT1	0.00000
238	YBR042C	CST26	0.00000
239	YBR043C	QDR3	0.00000
240	YBR044C	TCM62	0.00000
241	YBR045C	GIP1	0.00000
242	YBR046C	ZTA1	0.00000
243	YBR047W	FMP23	0.00000
244	YBR048W	RPS11B	0.00000
246	YBR050C	REG2	0.00000
247	YBR051W	YBR051W	0.00000
248	YBR052C	RFS1	0.00000
249	YBR053C	YBR053C	0.00000
250	YBR054W	YRO2	0.00000
252	YBR056W	MRX18	0.00000
253	YBR057C	MUM2	0.00000
254	YBR058C	UBP14	0.00000
255	YBR059C	AKL1	0.00000
258	YBR062C	YBR062C	0.00000
259	YBR063C	YBR063C	0.00000
260	YBR064W	YBR064W	0.00000
261	YBR065C	ECM2	0.00000
262	YBR066C	NRG2	0.00000
263	YBR067C	TIP1	0.00000
264	YBR068C	BAP2	0.00000
265	YBR069C	TAT1	0.00000
267	YBR071W	YBR071W	0.00000
268	YBR072W	HSP26	0.00000
269	YBR073W	RDH54	0.00000
270	YBR074W	PFF1	0.00000
271	YBR076W	ECM8	0.00000
272	YBR077C	SLM4	0.00000
273	YBR078W	ECM33	0.00000
4635	YNL001W	DOM34	0.00000
4637	YNL003C	PET8	0.00000
4638	YNL004W	HRB1	0.00000
4642	YNL008C	ASI3	0.00000
4643	YNL009W	IDP3	0.00000
4644	YNL010W	PYP1	0.00000
4645	YNL011C	YNL011C	0.00000
4646	YNL012W	SPO1	0.00000
4647	YNL013C	YNL013C	0.00000
4648	YNL014W	HEF3	0.00000
4649	YNL015W	PBI2	0.00000
4650	YNL016W	PUB1	0.00000
4654	YNL020C	ARK1	0.00000
4655	YNL021W	HDA1	0.00000
4656	YNL022C	RCM1	0.00000
4657	YNL023C	FAP1	0.00000
4658	YNL024C	EFM6	0.00000
4659	YNL025C	SSN8	0.00000
4661	YNL027W	CRZ1	0.00000
4662	YNL028W	YNL028W	0.00000
4663	YNL029C	KTR5	0.00000
4664	YNL030W	HHF2	0.00000
4665	YNL031C	HHT2	0.00000
4666	YNL032W	SIW14	0.00000
4668	YNL034W	YNL034W	0.00000
4669	YNL035C	YNL035C	0.00000
4671	YNL037C	IDH1	0.00000
4674	YNL040W	YNL040W	0.00000
4675	YNL041C	COG6	0.00000
4676	YNL042W	BOP3	0.00000
4677	YNL043C	YNL043C	0.00000
4678	YNL044W	YIP3	0.00000
4679	YNL045W	LAP2	0.00000
4680	YNL046W	YNL046W	0.00000
4683	YNL049C	SFB2	0.00000
4684	YNL050C	YNL050C	0.00000
4973	YNR001C	CIT1	0.00000
4974	YNR002C	ATO2	0.00000
4976	YNR004W	SWM2	0.00000
4977	YNR005C	YNR005C	0.00000
4978	YNR006W	VPS27	0.00000
4979	YNR007C	ATG3	0.00000
4980	YNR008W	LRO1	0.00000
4981	YNR009W	NRM1	0.00000
4982	YNR010W	CSE2	0.00000
4984	YNR012W	URK1	0.00000
4985	YNR013C	PHO91	0.00000
4986	YNR014W	YNR014W	0.00000
4987	YNR015W	SMM1	0.00000
4990	YNR018W	RCF2	0.00000
4991	YNR019W	ARE2	0.00000
4993	YNR021W	YNR021W	0.00000
4994	YNR022C	MRPL50	0.00000
4995	YNR023W	SNF12	0.00000
4996	YNR024W	MPP6	0.00000
4997	YNR025C	YNR025C	0.00000
4999	YNR027W	BUD17	0.00000
5000	YNR028W	CPR8	0.00000
5001	YNR029C	YNR029C	0.00000
5002	YNR030W	ALG12	0.00000
5003	YNR031C	SSK2	0.00000
5004	YNR032W	PPG1	0.00000
5005	YNR033W	ABZ1	0.00000
5006	YNR034W	SOL1	0.00000
5008	YNR036C	MRPS12	0.00000
5011	YNR039C	ZRG17	0.00000
5012	YNR040W	MRX15	0.00000
5016	YNR044W	AGA1	0.00000
5019	YNR047W	FPK1	0.00000
5020	YNR048W	YNR048W	0.00000
5021	YNR049C	MSO1	0.00000
4779	YNL146W	YNL146W	0.00000
4778	YNL145W	MFA2	0.00000
4777	YNL144C	YNL144C	0.00000
4776	YNL143C	YNL143C	0.00000
4774	YNL141W	AAH1	0.00000
4769	YNL136W	EAF7	0.00000
4768	YNL135C	FPR1	0.00000
4767	YNL134C	YNL134C	0.00000
4766	YNL133C	FYV6	0.00000
4762	YNL129W	NRK1	0.00000
4761	YNL128W	TEP1	0.00000
4760	YNL127W	FAR11	0.00000
4756	YNL123W	NMA111	0.00000
4755	YNL122C	MRP35	0.00000
4750	YNL117W	MLS1	0.00000
4749	YNL116W	DMA2	0.00000
4741	YNL108C	YNL108C	0.00000
4734	YNL101W	AVT4	0.00000
4731	YNL098C	RAS2	0.00000
4727	YNL094W	APP1	0.00000
4725	YNL092W	YNL092W	0.00000
4717	YNL084C	END3	0.00000
4710	YNL077W	APJ1	0.00000
4697	YNL064C	YDJ1	0.00000
4696	YNL063W	MTQ1	0.00000
4691	YNL057W	YNL057W	0.00000
4692	YNL058C	YNL058C	0.00000
4688	YNL054W	VAC7	0.00000
1283	YIL098C	FMC1	0.00000
1284	YIL099W	SGA1	0.00000
1285	YIL100W	YIL100W	0.00000
1286	YIL101C	XBP1	0.00000
1288	YIL103W	DPH1	0.00000
1290	YIL105C	SLM1	0.00000
1292	YIL107C	PFK26	0.00000
1293	YIL108W	YIL108W	0.00000
1295	YIL110W	HPM1	0.00000
1297	YIL112W	HOS4	0.00000
1298	YIL113W	SDP1	0.00000
1299	YIL114C	POR2	0.00000
1301	YIL116W	HIS5	0.00000
1302	YIL117C	PRM5	0.00000
1304	YIL119C	RPI1	0.00000
1305	YIL120W	QDR1	0.00000
1306	YIL121W	QDR2	0.00000
1308	YIL123W	SIM1	0.00000
1309	YIL124W	AYR1	0.00000
1313	YIL128W	MET18	0.00000
1315	YIL130W	ASG1	0.00000
1317	YIL132C	CSM2	0.00000
1318	YIL133C	RPL16A	0.00000
